               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,              1.3793,            0.030239,                   0,             0.76309,             0.73052,              0.7543,             0.40421,              1.3782,             0.03382,                   0,           0.0093264,           0.0093264,           0.0093264
                 170,              1.4268,            0.030377,                   0,             0.81459,             0.72749,             0.76191,             0.36407,              1.5421,            0.033657,                   0,           0.0093186,           0.0093186,           0.0093186
                 171,              1.3424,            0.030754,                   0,             0.81659,             0.69805,             0.76094,              0.4037,              1.4239,            0.033334,                   0,           0.0093107,           0.0093107,           0.0093107
                 172,              1.4061,            0.030369,                   0,             0.82272,             0.73079,              0.7846,             0.39603,              1.4215,            0.031676,                   0,           0.0093027,           0.0093027,           0.0093027
                 173,              1.4084,            0.028463,                   0,             0.82482,                0.75,             0.80702,             0.42217,              1.5192,            0.030462,                   0,           0.0092948,           0.0092948,           0.0092948
                 174,              1.4188,            0.029357,                   0,             0.80289,             0.72078,              0.7775,             0.38661,              1.4945,            0.031738,                   0,           0.0092867,           0.0092867,           0.0092867
                 175,              1.4061,            0.029445,                   0,             0.82751,             0.73986,             0.78958,             0.42008,              1.4287,            0.033855,                   0,           0.0092787,           0.0092787,           0.0092787
                 176,              1.4121,            0.029874,                   0,             0.77417,             0.74675,             0.78595,              0.4132,              1.3938,             0.03414,                   0,           0.0092706,           0.0092706,           0.0092706
                 177,              1.3522,            0.030844,                   0,             0.78753,             0.73214,             0.79023,             0.40854,              1.4531,            0.033803,                   0,           0.0092624,           0.0092624,           0.0092624
                 178,              1.3378,            0.029635,                   0,             0.83162,             0.74565,             0.81387,              0.4186,              1.4533,            0.031748,                   0,           0.0092542,           0.0092542,           0.0092542
                 179,              1.3787,            0.028951,                   0,             0.82268,             0.73864,             0.81594,             0.41372,              1.4445,            0.031528,                   0,            0.009246,            0.009246,            0.009246
                 180,              1.3958,            0.028916,                   0,              0.8479,             0.72078,             0.81053,             0.42766,              1.4604,            0.031508,                   0,           0.0092377,           0.0092377,           0.0092377
                 181,              1.3814,             0.02892,                   0,             0.80605,              0.6814,               0.772,             0.40094,              1.4748,            0.031467,                   0,           0.0092294,           0.0092294,           0.0092294
                 182,              1.3996,            0.028037,                   0,             0.79941,              0.7224,             0.79649,             0.41332,              1.4609,            0.031593,                   0,           0.0092211,           0.0092211,           0.0092211
                 183,               1.391,            0.029188,                   0,             0.80516,             0.72403,             0.80129,              0.4055,              1.3854,            0.030226,                   0,           0.0092127,           0.0092127,           0.0092127
                 184,              1.3696,            0.028973,                   0,             0.82702,             0.72403,             0.79405,             0.38844,              1.4623,            0.030188,                   0,           0.0092042,           0.0092042,           0.0092042
                 185,              1.3961,            0.028499,                   0,             0.82143,             0.73184,             0.80097,              0.4367,              1.3746,            0.029531,                   0,           0.0091958,           0.0091958,           0.0091958
                 186,              1.3943,            0.029299,                   0,             0.77359,             0.69643,             0.75814,             0.36087,              1.5315,            0.030326,                   0,           0.0091872,           0.0091872,           0.0091872
                 187,              1.3522,            0.029047,                   0,             0.83624,             0.75325,             0.80272,             0.39339,              1.5407,            0.032576,                   0,           0.0091787,           0.0091787,           0.0091787
                 188,              1.3532,            0.029041,                   0,             0.82034,             0.71901,             0.77915,             0.36385,              1.5913,            0.032805,                   0,           0.0091701,           0.0091701,           0.0091701
                 189,               1.369,             0.02853,                   0,             0.82364,             0.74675,              0.8139,             0.41854,                1.45,            0.030887,                   0,           0.0091614,           0.0091614,           0.0091614
                 190,              1.3596,            0.029033,                   0,             0.84603,             0.73539,             0.81686,             0.41866,              1.4482,            0.030975,                   0,           0.0091528,           0.0091528,           0.0091528
                 191,              1.3412,            0.028366,                   0,             0.81474,             0.71591,             0.78076,             0.33594,              1.6414,            0.029215,                   0,            0.009144,            0.009144,            0.009144
                 192,              1.3305,            0.028161,                   0,             0.80294,             0.70942,             0.77526,             0.33931,              1.6302,            0.028042,                   0,           0.0091353,           0.0091353,           0.0091353
                 193,              1.3827,            0.028316,                   0,             0.78945,             0.71591,             0.77886,             0.40181,              1.4229,            0.029263,                   0,           0.0091265,           0.0091265,           0.0091265
                 194,              1.3442,            0.027613,                   0,             0.80643,             0.71104,             0.78071,             0.39756,              1.4979,             0.02904,                   0,           0.0091176,           0.0091176,           0.0091176
                 195,              1.3737,            0.027277,                   0,             0.78499,             0.70529,             0.77157,             0.37544,              1.5088,            0.030092,                   0,           0.0091088,           0.0091088,           0.0091088
                 196,              1.4224,            0.027842,                   0,              0.7494,             0.68451,             0.70562,             0.28744,              1.7243,            0.028516,                   0,           0.0090998,           0.0090998,           0.0090998
                 197,              1.3672,            0.029064,                   0,             0.79149,             0.71753,             0.75539,             0.34429,              1.5327,            0.029544,                   0,           0.0090909,           0.0090909,           0.0090909
                 198,              1.3566,            0.027795,                   0,             0.83564,              0.7428,             0.78772,             0.40633,               1.414,            0.032024,                   0,           0.0090819,           0.0090819,           0.0090819
                 199,              1.3569,            0.028247,                   0,             0.83247,             0.73214,             0.80756,              0.4195,              1.3798,            0.030605,                   0,           0.0090728,           0.0090728,           0.0090728
                 200,              1.3819,            0.028401,                   0,             0.81111,             0.73196,             0.79077,              0.4195,              1.3871,            0.029872,                   0,           0.0090638,           0.0090638,           0.0090638
                 201,              1.3257,             0.02821,                   0,             0.84908,             0.74188,              0.8208,             0.39275,              1.4555,            0.030802,                   0,           0.0090546,           0.0090546,           0.0090546
                 202,              1.3551,            0.027472,                   0,             0.84197,             0.74382,             0.81937,             0.43205,              1.3374,            0.030197,                   0,           0.0090455,           0.0090455,           0.0090455
                 203,              1.4181,             0.02764,                   0,             0.79959,             0.71104,             0.76526,             0.36102,              1.4901,            0.029354,                   0,           0.0090363,           0.0090363,           0.0090363
                 204,              1.3332,             0.02787,                   0,             0.78753,             0.71753,             0.76958,             0.39078,              1.4085,            0.029345,                   0,            0.009027,            0.009027,            0.009027
                 205,               1.333,            0.028567,                   0,             0.78532,             0.72565,             0.78015,             0.39256,              1.4135,            0.029756,                   0,           0.0090178,           0.0090178,           0.0090178
                 206,              1.3675,            0.028078,                   0,             0.78755,             0.69805,             0.75871,              0.3833,              1.4959,            0.029387,                   0,           0.0090084,           0.0090084,           0.0090084
                 207,              1.2979,             0.02718,                   0,             0.82301,             0.73214,             0.77574,             0.41786,              1.4126,            0.029115,                   0,           0.0089991,           0.0089991,           0.0089991
                 208,              1.3537,            0.027002,                   0,             0.82267,             0.73807,             0.78905,              0.4003,              1.4116,             0.02896,                   0,           0.0089897,           0.0089897,           0.0089897
                 209,              1.3637,             0.02684,                   0,             0.82456,             0.73539,             0.79526,             0.39079,              1.4028,              0.0292,                   0,           0.0089803,           0.0089803,           0.0089803
                 210,              1.3332,            0.026917,                   0,              0.7893,             0.73584,             0.79843,             0.37225,               1.573,            0.028557,                   0,           0.0089708,           0.0089708,           0.0089708
                 211,               1.393,            0.028076,                   0,              0.7815,             0.74838,             0.80754,             0.35617,              1.6389,            0.027883,                   0,           0.0089613,           0.0089613,           0.0089613
                 212,              1.3828,            0.028404,                   0,             0.77162,             0.69643,             0.75259,             0.30051,              1.6893,              0.0286,                   0,           0.0089517,           0.0089517,           0.0089517
                 213,               1.384,            0.027979,                   0,             0.82967,             0.71591,             0.79666,             0.34047,              1.6716,            0.027887,                   0,           0.0089421,           0.0089421,           0.0089421
                 214,              1.3501,            0.027233,                   0,             0.80437,             0.72403,             0.78866,             0.36253,               1.575,            0.028428,                   0,           0.0089325,           0.0089325,           0.0089325
                 215,              1.3284,            0.028284,                   0,             0.84309,             0.72727,             0.80119,             0.39779,              1.5232,             0.02814,                   0,           0.0089228,           0.0089228,           0.0089228
                 216,              1.3358,            0.027326,                   0,             0.86706,             0.72565,             0.79834,             0.38343,              1.5351,             0.02754,                   0,           0.0089131,           0.0089131,           0.0089131
                 217,              1.3488,             0.02683,                   0,             0.84026,             0.74351,             0.82036,             0.40812,              1.4318,            0.026673,                   0,           0.0089034,           0.0089034,           0.0089034
                 218,              1.3239,            0.026261,                   0,             0.83454,             0.75327,             0.82789,             0.39799,              1.4739,            0.026819,                   0,           0.0088936,           0.0088936,           0.0088936
                 219,               1.325,            0.026911,                   0,              0.8258,             0.73109,             0.79976,             0.33024,              1.5873,             0.02689,                   0,           0.0088838,           0.0088838,           0.0088838
                 220,              1.3563,            0.026032,                   0,             0.78858,             0.75688,             0.80391,             0.38936,              1.4311,            0.028577,                   0,           0.0088739,           0.0088739,           0.0088739
                 221,              1.3417,            0.027189,                   0,             0.80816,              0.7224,             0.79491,             0.40249,              1.4373,            0.029603,                   0,            0.008864,            0.008864,            0.008864
                 222,              1.3488,            0.026785,                   0,             0.82823,             0.73214,             0.77945,             0.41567,              1.4162,            0.029574,                   0,           0.0088541,           0.0088541,           0.0088541
                 223,              1.3106,            0.026929,                   0,             0.83978,             0.73175,             0.78759,             0.40663,              1.4729,            0.029814,                   0,           0.0088441,           0.0088441,           0.0088441
                 224,              1.3555,            0.028215,                   0,             0.80472,             0.71581,             0.77208,             0.35884,              1.5633,             0.03081,                   0,           0.0088341,           0.0088341,           0.0088341
                 225,               1.388,            0.027752,                   0,             0.80215,             0.71739,             0.78387,             0.31842,              1.6893,            0.027165,                   0,           0.0088241,           0.0088241,           0.0088241
                 226,              1.3001,            0.026766,                   0,             0.76384,             0.68831,             0.71082,             0.30778,              1.5389,            0.030813,                   0,            0.008814,            0.008814,            0.008814
                 227,              1.3124,            0.026895,                   0,             0.79908,             0.74351,             0.77568,              0.4096,              1.3621,            0.028005,                   0,           0.0088039,           0.0088039,           0.0088039
                 228,              1.3516,             0.02709,                   0,             0.80145,             0.74047,             0.79193,             0.39369,              1.4736,            0.029631,                   0,           0.0087937,           0.0087937,           0.0087937
                 229,              1.3258,             0.02678,                   0,             0.78036,             0.74188,             0.75857,             0.37307,              1.4711,            0.029064,                   0,           0.0087835,           0.0087835,           0.0087835
                 230,              1.3508,            0.026651,                   0,             0.78125,              0.7289,             0.76737,             0.33468,              1.5713,            0.027062,                   0,           0.0087733,           0.0087733,           0.0087733
                 231,              1.3394,            0.026817,                   0,              0.8249,             0.73864,             0.79575,              0.3446,              1.6037,            0.027761,                   0,            0.008763,            0.008763,            0.008763
                 232,              1.3286,            0.026095,                   0,             0.78289,             0.73214,             0.77925,             0.35028,                1.59,            0.028654,                   0,           0.0087527,           0.0087527,           0.0087527
                 233,              1.3013,            0.026155,                   0,             0.78239,             0.72565,             0.77596,             0.40428,              1.3624,            0.029018,                   0,           0.0087424,           0.0087424,           0.0087424
                 234,               1.294,            0.026349,                   0,             0.76797,             0.70455,              0.7492,             0.37446,              1.4043,            0.029655,                   0,            0.008732,            0.008732,            0.008732
                 235,              1.3294,            0.026322,                   0,             0.80878,             0.71266,             0.77757,             0.37071,              1.4605,            0.028215,                   0,           0.0087216,           0.0087216,           0.0087216
                 236,              1.2739,            0.025843,                   0,             0.80435,              0.7013,             0.77729,             0.35002,                1.52,            0.027469,                   0,           0.0087112,           0.0087112,           0.0087112
                 237,              1.3115,            0.026616,                   0,             0.79542,             0.71591,             0.77711,             0.35171,              1.5076,            0.028721,                   0,           0.0087007,           0.0087007,           0.0087007
                 238,              1.3177,            0.026585,                   0,              0.7894,             0.71591,             0.76491,             0.34193,              1.5867,            0.028046,                   0,           0.0086902,           0.0086902,           0.0086902
                 239,               1.333,            0.025955,                   0,             0.82034,             0.72078,             0.79416,             0.38774,              1.5093,            0.027328,                   0,           0.0086796,           0.0086796,           0.0086796
                 240,              1.3162,            0.025462,                   0,             0.81465,             0.72779,             0.80253,             0.39866,              1.4183,            0.029683,                   0,            0.008669,            0.008669,            0.008669
                 241,              1.2905,            0.025795,                   0,             0.84453,             0.73377,             0.80348,             0.36166,              1.5044,            0.026793,                   0,           0.0086584,           0.0086584,           0.0086584
                 242,              1.3182,            0.025165,                   0,             0.84461,             0.70617,             0.78864,             0.33498,              1.7097,            0.026902,                   0,           0.0086477,           0.0086477,           0.0086477
                 243,              1.3154,              0.0258,                   0,             0.83661,             0.73214,             0.81008,             0.39438,               1.623,            0.027341,                   0,            0.008637,            0.008637,            0.008637
                 244,               1.266,            0.025803,                   0,             0.83615,             0.75325,             0.82798,             0.41119,              1.5612,            0.027431,                   0,           0.0086263,           0.0086263,           0.0086263
                 245,              1.2824,            0.026043,                   0,              0.8457,             0.72727,             0.80923,             0.40194,              1.5414,            0.027321,                   0,           0.0086155,           0.0086155,           0.0086155
                 246,              1.3174,            0.025064,                   0,             0.87037,             0.72403,             0.82338,             0.42846,              1.5136,            0.027039,                   0,           0.0086047,           0.0086047,           0.0086047
                 247,              1.3235,            0.024655,                   0,             0.88164,             0.73765,             0.82276,             0.40475,              1.4981,            0.027283,                   0,           0.0085939,           0.0085939,           0.0085939
                 248,              1.3518,            0.026637,                   0,             0.85253,             0.74351,              0.8294,              0.4183,               1.404,            0.028774,                   0,            0.008583,            0.008583,            0.008583
                 249,              1.3504,            0.025774,                   0,             0.86009,             0.72851,             0.80702,             0.42034,               1.404,            0.029366,                   0,           0.0085721,           0.0085721,           0.0085721
                 250,              1.3265,            0.026197,                   0,             0.80302,             0.74351,             0.81219,             0.40103,               1.389,            0.030018,                   0,           0.0085612,           0.0085612,           0.0085612
                 251,               1.299,            0.026851,                   0,             0.80167,             0.74188,             0.80796,             0.38207,              1.4493,            0.028866,                   0,           0.0085502,           0.0085502,           0.0085502
                 252,              1.3032,            0.025614,                   0,             0.80215,             0.71739,             0.78889,             0.32419,                1.62,            0.026386,                   0,           0.0085392,           0.0085392,           0.0085392
                 253,              1.3289,            0.026152,                   0,             0.83672,             0.72376,             0.79827,             0.34167,              1.5251,            0.026698,                   0,           0.0085281,           0.0085281,           0.0085281
                 254,              1.2866,            0.026628,                   0,             0.82555,             0.74513,             0.81546,             0.39678,              1.3993,             0.02947,                   0,            0.008517,            0.008517,            0.008517
                 255,               1.347,            0.026223,                   0,             0.80774,             0.74513,             0.82451,             0.40658,              1.3732,            0.028919,                   0,           0.0085059,           0.0085059,           0.0085059
                 256,              1.3572,            0.025365,                   0,             0.80939,             0.74188,             0.81373,             0.38507,                1.46,             0.02964,                   0,           0.0084948,           0.0084948,           0.0084948
                 257,               1.287,            0.026641,                   0,             0.82345,             0.74838,             0.82279,              0.3931,               1.472,            0.029956,                   0,           0.0084836,           0.0084836,           0.0084836
                 258,              1.2887,            0.024997,                   0,             0.81196,             0.75006,              0.8269,             0.39484,              1.5384,             0.02728,                   0,           0.0084724,           0.0084724,           0.0084724
                 259,               1.288,            0.024622,                   0,             0.83092,             0.78185,             0.84233,             0.41696,              1.5433,            0.026974,                   0,           0.0084611,           0.0084611,           0.0084611
                 260,              1.2762,            0.025555,                   0,             0.79163,             0.76299,             0.82172,             0.35963,              1.5532,            0.026922,                   0,           0.0084498,           0.0084498,           0.0084498
                 261,              1.2965,            0.025615,                   0,             0.80315,             0.78247,              0.8342,             0.39498,              1.4349,            0.027628,                   0,           0.0084385,           0.0084385,           0.0084385
                 262,              1.2923,             0.02479,                   0,              0.7991,             0.75649,             0.83055,             0.38464,              1.5243,            0.026945,                   0,           0.0084272,           0.0084272,           0.0084272
                 263,              1.3126,            0.025398,                   0,             0.83384,             0.75325,             0.83855,             0.39571,              1.5487,             0.02733,                   0,           0.0084158,           0.0084158,           0.0084158
                 264,              1.2682,            0.025245,                   0,             0.86036,             0.72727,             0.82868,             0.42986,              1.3969,            0.028444,                   0,           0.0084043,           0.0084043,           0.0084043
                 265,              1.3033,            0.025711,                   0,             0.82709,             0.76098,             0.83032,             0.41984,              1.4144,            0.025844,                   0,           0.0083929,           0.0083929,           0.0083929
                 266,              1.2824,            0.024941,                   0,             0.79025,             0.73864,             0.78092,             0.34653,              1.4789,            0.027585,                   0,           0.0083814,           0.0083814,           0.0083814
                 267,              1.2806,            0.025118,                   0,             0.75544,             0.72403,             0.76508,             0.39536,              1.3238,            0.027358,                   0,           0.0083699,           0.0083699,           0.0083699
                 268,               1.295,            0.025958,                   0,             0.75219,             0.74351,              0.7592,             0.40187,              1.3425,            0.028558,                   0,           0.0083583,           0.0083583,           0.0083583
                 269,              1.2882,            0.025074,                   0,             0.77822,             0.74351,             0.80932,             0.37922,              1.4617,            0.028465,                   0,           0.0083468,           0.0083468,           0.0083468
                 270,              1.3182,            0.026035,                   0,             0.60067,             0.64954,             0.54521,             0.19613,               1.791,            0.026852,                   0,           0.0083351,           0.0083351,           0.0083351
                 271,              1.4202,            0.027483,                   0,             0.42831,             0.59253,             0.38054,             0.13424,              1.8633,            0.028698,                   0,           0.0083235,           0.0083235,           0.0083235
                 272,              1.3144,            0.026271,                   0,              0.6483,             0.63636,             0.61195,              0.2681,              1.6248,            0.028981,                   0,           0.0083118,           0.0083118,           0.0083118
                 273,              1.3093,            0.026402,                   0,             0.83996,             0.75487,             0.84941,             0.43546,               1.436,            0.028895,                   0,           0.0083001,           0.0083001,           0.0083001
                 274,              1.2815,            0.026078,                   0,             0.84772,             0.74513,             0.83389,              0.3795,              1.5648,            0.026998,                   0,           0.0082884,           0.0082884,           0.0082884
                 275,              1.2657,            0.025596,                   0,             0.82606,             0.77097,             0.83237,             0.42757,              1.4464,            0.026872,                   0,           0.0082766,           0.0082766,           0.0082766
                 276,              1.2759,            0.024549,                   0,             0.82108,             0.79221,             0.84882,             0.43439,              1.4226,            0.025857,                   0,           0.0082648,           0.0082648,           0.0082648
                 277,              1.2486,            0.024943,                   0,             0.83329,             0.74675,             0.83736,             0.42569,              1.3895,            0.025972,                   0,           0.0082529,           0.0082529,           0.0082529
                 278,               1.299,            0.025353,                   0,             0.84426,             0.72727,             0.82879,             0.37652,              1.4974,            0.027626,                   0,           0.0082411,           0.0082411,           0.0082411
                 279,              1.2996,            0.025268,                   0,             0.80853,             0.76779,             0.83966,             0.39324,              1.4801,            0.028298,                   0,           0.0082292,           0.0082292,           0.0082292
                 280,              1.2708,            0.024839,                   0,              0.8001,             0.75649,             0.82791,             0.42653,              1.4043,            0.028596,                   0,           0.0082172,           0.0082172,           0.0082172
                 281,              1.2922,            0.024802,                   0,             0.80357,                0.75,             0.81248,             0.40032,              1.4316,            0.028784,                   0,           0.0082052,           0.0082052,           0.0082052
                 282,              1.2871,            0.024389,                   0,             0.81959,             0.73701,             0.80411,             0.41501,              1.4116,            0.027369,                   0,           0.0081933,           0.0081933,           0.0081933
                 283,              1.2843,            0.024527,                   0,             0.81471,             0.74236,             0.81401,             0.44044,              1.3441,            0.026782,                   0,           0.0081812,           0.0081812,           0.0081812
                 284,              1.2414,            0.024787,                   0,             0.84073,             0.76299,             0.84139,             0.43755,              1.4045,            0.027523,                   0,           0.0081692,           0.0081692,           0.0081692
                 285,              1.2577,            0.025093,                   0,             0.85525,             0.73857,             0.83302,             0.42465,              1.4187,            0.027069,                   0,           0.0081571,           0.0081571,           0.0081571
                 286,               1.249,            0.024859,                   0,             0.85168,             0.74513,             0.82164,             0.40422,              1.4684,             0.02763,                   0,            0.008145,            0.008145,            0.008145
                 287,              1.2506,            0.024176,                   0,             0.83159,             0.74548,             0.81604,             0.40641,              1.4388,            0.027863,                   0,           0.0081328,           0.0081328,           0.0081328
                 288,              1.2774,            0.024299,                   0,             0.79761,             0.73864,             0.79721,             0.35891,              1.5337,            0.027837,                   0,           0.0081206,           0.0081206,           0.0081206
                 289,              1.2846,             0.02468,                   0,             0.82136,             0.74642,             0.83275,             0.42776,              1.4013,            0.026957,                   0,           0.0081084,           0.0081084,           0.0081084
                 290,               1.228,            0.024523,                   0,              0.8297,             0.76136,             0.82903,             0.41285,               1.404,            0.025563,                   0,           0.0080962,           0.0080962,           0.0080962
                 291,              1.2552,            0.024442,                   0,             0.82967,             0.73214,             0.83008,             0.41664,              1.3805,            0.025357,                   0,           0.0080839,           0.0080839,           0.0080839
                 292,              1.2524,            0.024327,                   0,             0.81533,             0.75649,             0.82961,              0.4204,              1.3881,            0.025844,                   0,           0.0080716,           0.0080716,           0.0080716
                 293,               1.267,            0.024989,                   0,             0.78396,             0.74675,             0.81129,             0.38988,              1.5246,             0.02681,                   0,           0.0080593,           0.0080593,           0.0080593
                 294,              1.2528,            0.024558,                   0,              0.8042,              0.7601,             0.82431,              0.3953,              1.4662,            0.026011,                   0,           0.0080469,           0.0080469,           0.0080469
                 295,              1.2285,            0.023981,                   0,             0.82037,             0.74188,             0.81007,             0.41175,               1.421,            0.025616,                   0,           0.0080345,           0.0080345,           0.0080345
                 296,              1.2916,            0.024789,                   0,             0.82455,             0.74351,             0.80123,             0.41717,              1.3897,            0.025691,                   0,           0.0080221,           0.0080221,           0.0080221
                 297,              1.2756,            0.024611,                   0,             0.85674,             0.69318,             0.79508,             0.39866,               1.408,            0.028008,                   0,           0.0080096,           0.0080096,           0.0080096
                 298,              1.2488,            0.024522,                   0,             0.81375,             0.69643,             0.77411,             0.39614,              1.3976,            0.030773,                   0,           0.0079972,           0.0079972,           0.0079972
                 299,              1.2477,            0.023998,                   0,             0.83414,             0.75113,             0.82437,             0.41659,              1.3705,            0.028141,                   0,           0.0079846,           0.0079846,           0.0079846
                 300,              1.2195,            0.024658,                   0,             0.85731,              0.7711,             0.84514,             0.43594,              1.3495,             0.02803,                   0,           0.0079721,           0.0079721,           0.0079721
                 301,              1.2604,            0.024087,                   0,             0.82774,             0.77227,             0.83676,             0.43886,              1.4026,            0.027573,                   0,           0.0079595,           0.0079595,           0.0079595
                 302,              1.2745,            0.024359,                   0,             0.82617,             0.75487,             0.82676,             0.41881,              1.4508,            0.027739,                   0,           0.0079469,           0.0079469,           0.0079469
                 303,               1.283,            0.024019,                   0,             0.80733,             0.78225,             0.82893,             0.42241,              1.4532,            0.026724,                   0,           0.0079343,           0.0079343,           0.0079343
                 304,              1.2404,            0.024093,                   0,             0.82555,             0.76136,              0.8262,             0.42353,              1.4786,            0.025511,                   0,           0.0079217,           0.0079217,           0.0079217
                 305,              1.2335,            0.023862,                   0,             0.83381,             0.74934,             0.80391,             0.39097,              1.5206,            0.024504,                   0,            0.007909,            0.007909,            0.007909
                 306,              1.2307,            0.023474,                   0,             0.86009,             0.75812,             0.84257,              0.4163,              1.4706,            0.024479,                   0,           0.0078963,           0.0078963,           0.0078963
                 307,              1.2231,            0.023472,                   0,             0.85029,             0.73761,             0.83482,             0.37547,                1.57,            0.024812,                   0,           0.0078835,           0.0078835,           0.0078835
                 308,              1.2649,            0.024013,                   0,             0.83281,             0.74392,              0.8326,             0.36962,              1.5601,            0.025373,                   0,           0.0078708,           0.0078708,           0.0078708
                 309,              1.2279,            0.024804,                   0,             0.84575,             0.75974,             0.83894,             0.39014,              1.5705,            0.026241,                   0,            0.007858,            0.007858,            0.007858
                 310,              1.2349,            0.023695,                   0,             0.86109,             0.75475,              0.8436,             0.41555,              1.5672,            0.026386,                   0,           0.0078452,           0.0078452,           0.0078452
                 311,              1.2317,            0.023337,                   0,             0.85502,             0.75649,             0.84314,             0.42186,              1.5001,            0.025744,                   0,           0.0078323,           0.0078323,           0.0078323
                 312,              1.2231,            0.023817,                   0,             0.82598,             0.76136,             0.84944,              0.4242,              1.4555,             0.02533,                   0,           0.0078194,           0.0078194,           0.0078194
                 313,              1.2314,            0.024189,                   0,             0.80205,             0.75162,             0.83662,              0.4283,              1.4472,            0.025997,                   0,           0.0078065,           0.0078065,           0.0078065
                 314,              1.2208,            0.023752,                   0,             0.78759,             0.75843,             0.81723,             0.38258,              1.5586,            0.025661,                   0,           0.0077936,           0.0077936,           0.0077936
                 315,              1.2198,            0.023779,                   0,             0.80664,             0.75173,             0.82781,             0.39083,              1.4854,            0.024513,                   0,           0.0077806,           0.0077806,           0.0077806
                 316,              1.2403,            0.023458,                   0,             0.80839,             0.73966,             0.82053,              0.3696,              1.5227,            0.025391,                   0,           0.0077677,           0.0077677,           0.0077677
                 317,              1.2375,            0.023816,                   0,             0.80236,             0.72727,             0.79886,             0.36293,              1.6336,             0.02632,                   0,           0.0077547,           0.0077547,           0.0077547
                 318,              1.2237,            0.023396,                   0,             0.79543,             0.76299,             0.81419,             0.34856,              1.6595,            0.026019,                   0,           0.0077416,           0.0077416,           0.0077416
                 319,              1.2464,            0.023312,                   0,             0.80788,             0.75774,             0.82471,             0.39982,               1.586,            0.025686,                   0,           0.0077286,           0.0077286,           0.0077286
                 320,              1.2424,            0.023117,                   0,             0.81911,             0.74244,             0.82164,             0.42007,              1.5357,            0.025757,                   0,           0.0077155,           0.0077155,           0.0077155
                 321,              1.2258,            0.023137,                   0,             0.81127,             0.73272,             0.80467,             0.36543,              1.5703,            0.025268,                   0,           0.0077023,           0.0077023,           0.0077023
                 322,              1.2142,            0.023987,                   0,             0.81311,             0.76461,             0.82857,             0.41572,              1.4137,            0.024539,                   0,           0.0076892,           0.0076892,           0.0076892
                 323,              1.2263,            0.024058,                   0,             0.81747,              0.7852,             0.84244,             0.42179,              1.3555,            0.024961,                   0,            0.007676,            0.007676,            0.007676
                 324,              1.2121,            0.022925,                   0,             0.79437,             0.77764,             0.84525,             0.38722,              1.4551,             0.02529,                   0,           0.0076628,           0.0076628,           0.0076628
                 325,              1.2505,            0.023855,                   0,             0.82341,             0.78084,             0.84144,             0.37205,              1.5075,            0.026157,                   0,           0.0076496,           0.0076496,           0.0076496
                 326,              1.2296,            0.023428,                   0,             0.82773,             0.76461,             0.83964,             0.38026,              1.5147,             0.02619,                   0,           0.0076364,           0.0076364,           0.0076364
                 327,              1.2043,            0.023257,                   0,             0.82424,             0.73864,              0.8182,             0.36944,              1.5962,            0.027026,                   0,           0.0076231,           0.0076231,           0.0076231
                 328,              1.2696,            0.024133,                   0,             0.84031,             0.74513,             0.84034,             0.40034,              1.5709,            0.026227,                   0,           0.0076098,           0.0076098,           0.0076098
                 329,              1.2095,            0.023851,                   0,             0.82492,              0.7776,             0.85162,             0.45457,              1.4174,            0.026552,                   0,           0.0075965,           0.0075965,           0.0075965
                 330,              1.2032,            0.023237,                   0,             0.81878,             0.79216,             0.84731,             0.45797,               1.373,            0.026131,                   0,           0.0075831,           0.0075831,           0.0075831
                 331,               1.222,            0.023052,                   0,              0.8284,             0.76948,             0.85343,             0.45869,              1.4016,            0.025709,                   0,           0.0075698,           0.0075698,           0.0075698
                 332,              1.2367,               0.023,                   0,             0.82735,             0.76299,             0.83762,             0.42428,               1.448,            0.025351,                   0,           0.0075564,           0.0075564,           0.0075564
                 333,              1.2364,            0.023312,                   0,             0.82224,              0.7509,             0.82892,             0.40289,              1.4831,            0.026085,                   0,           0.0075429,           0.0075429,           0.0075429
                 334,              1.2093,            0.023886,                   0,             0.81856,             0.74704,             0.83232,             0.41059,              1.4996,            0.025679,                   0,           0.0075295,           0.0075295,           0.0075295
                 335,              1.2167,            0.023618,                   0,             0.81778,             0.75974,             0.83307,             0.43704,              1.3994,            0.025539,                   0,            0.007516,            0.007516,            0.007516
                 336,              1.2015,            0.024304,                   0,             0.81126,             0.78734,             0.84216,             0.45443,              1.3372,            0.026326,                   0,           0.0075025,           0.0075025,           0.0075025
                 337,               1.213,            0.023323,                   0,             0.82099,             0.78917,             0.83697,             0.44574,              1.3536,            0.025924,                   0,            0.007489,            0.007489,            0.007489
                 338,              1.1931,            0.023581,                   0,             0.83855,             0.74513,              0.8284,              0.4511,              1.3796,            0.025374,                   0,           0.0074755,           0.0074755,           0.0074755
                 339,                1.22,            0.022821,                   0,             0.83158,             0.75345,             0.82841,             0.45457,              1.3566,            0.026553,                   0,           0.0074619,           0.0074619,           0.0074619
                 340,              1.2005,            0.023139,                   0,             0.84065,             0.77933,             0.84022,             0.43028,              1.4377,            0.026768,                   0,           0.0074483,           0.0074483,           0.0074483
