               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 341,              1.2363,            0.023286,                   0,              0.8572,             0.76986,             0.83913,             0.40924,              1.4916,            0.025937,                   0,           0.0074347,           0.0074347,           0.0074347
                 342,              1.2181,             0.02313,                   0,             0.84234,             0.77192,             0.84027,             0.39591,              1.5789,            0.026294,                   0,            0.007421,            0.007421,            0.007421
                 343,              1.2317,            0.023191,                   0,             0.83193,             0.75162,             0.82893,             0.38059,              1.5818,            0.025703,                   0,           0.0074074,           0.0074074,           0.0074074
                 344,              1.2174,            0.023488,                   0,             0.79984,             0.75974,             0.83165,             0.36458,              1.6452,            0.024879,                   0,           0.0073937,           0.0073937,           0.0073937
                 345,              1.2153,             0.02313,                   0,             0.78142,             0.78349,             0.83486,              0.3987,              1.5677,            0.025215,                   0,             0.00738,             0.00738,             0.00738
                 346,              1.2367,              0.0234,                   0,              0.7819,             0.80313,             0.83896,             0.43745,               1.451,            0.025955,                   0,           0.0073663,           0.0073663,           0.0073663
                 347,              1.2178,            0.023281,                   0,             0.80593,             0.76623,             0.83592,             0.45172,              1.3906,            0.025641,                   0,           0.0073525,           0.0073525,           0.0073525
                 348,              1.1744,            0.022893,                   0,              0.8251,             0.76299,              0.8382,             0.41395,              1.4382,            0.024705,                   0,           0.0073387,           0.0073387,           0.0073387
                 349,              1.1905,            0.023089,                   0,             0.80942,             0.76136,             0.82105,             0.37724,              1.4836,            0.024217,                   0,           0.0073249,           0.0073249,           0.0073249
                 350,              1.2099,            0.022538,                   0,             0.82932,                0.75,              0.8319,             0.38605,               1.446,            0.024286,                   0,           0.0073111,           0.0073111,           0.0073111
                 351,              1.1643,            0.022878,                   0,             0.86055,             0.75325,             0.84588,             0.43471,              1.3952,            0.025391,                   0,           0.0072973,           0.0072973,           0.0072973
                 352,              1.1685,             0.02225,                   0,             0.86101,             0.74675,             0.83551,              0.4064,              1.4738,            0.025004,                   0,           0.0072834,           0.0072834,           0.0072834
                 353,              1.1991,            0.022749,                   0,             0.85986,             0.75487,             0.84371,             0.43086,              1.4233,            0.025622,                   0,           0.0072695,           0.0072695,           0.0072695
                 354,              1.2019,            0.023005,                   0,             0.82894,             0.76461,             0.84645,             0.43026,              1.5157,            0.024574,                   0,           0.0072556,           0.0072556,           0.0072556
                 355,              1.1623,            0.022111,                   0,             0.83547,             0.75014,              0.8375,              0.4074,              1.5355,            0.026209,                   0,           0.0072417,           0.0072417,           0.0072417
                 356,              1.1825,            0.022664,                   0,              0.8581,             0.75162,             0.84499,             0.41237,              1.5365,            0.027028,                   0,           0.0072277,           0.0072277,           0.0072277
                 357,              1.2208,            0.022723,                   0,             0.85642,             0.75531,             0.83252,             0.42984,              1.4795,            0.027446,                   0,           0.0072137,           0.0072137,           0.0072137
                 358,              1.1944,            0.022905,                   0,             0.82821,             0.78247,             0.83343,             0.43841,               1.428,            0.026629,                   0,           0.0071997,           0.0071997,           0.0071997
                 359,              1.1963,            0.022882,                   0,             0.82838,             0.76786,             0.84154,             0.42549,              1.4252,            0.024897,                   0,           0.0071857,           0.0071857,           0.0071857
                 360,              1.2091,            0.022642,                   0,             0.82428,             0.78409,             0.84392,             0.43792,              1.3933,            0.024318,                   0,           0.0071717,           0.0071717,           0.0071717
                 361,              1.2184,            0.022789,                   0,             0.82218,             0.77312,             0.83941,             0.41877,              1.4355,            0.023908,                   0,           0.0071576,           0.0071576,           0.0071576
                 362,              1.2253,            0.022677,                   0,             0.82375,             0.79664,             0.85988,             0.43482,               1.404,            0.023675,                   0,           0.0071435,           0.0071435,           0.0071435
                 363,              1.2086,            0.022365,                   0,             0.83533,             0.78409,              0.8536,              0.4284,              1.4401,            0.025458,                   0,           0.0071294,           0.0071294,           0.0071294
                 364,              1.1362,            0.022462,                   0,             0.83103,             0.78246,             0.84289,             0.40666,               1.483,             0.02508,                   0,           0.0071153,           0.0071153,           0.0071153
                 365,              1.1791,            0.022318,                   0,             0.83061,             0.78009,             0.84942,             0.41043,              1.4985,            0.024368,                   0,           0.0071012,           0.0071012,           0.0071012
                 366,              1.2153,             0.02249,                   0,             0.81407,              0.7711,             0.83798,             0.39564,              1.5344,            0.023792,                   0,            0.007087,            0.007087,            0.007087
                 367,               1.193,            0.022293,                   0,             0.84329,             0.76299,             0.84639,              0.4285,               1.456,            0.023801,                   0,           0.0070728,           0.0070728,           0.0070728
                 368,              1.1561,            0.022747,                   0,             0.83744,             0.76461,             0.85826,             0.44035,              1.4161,            0.023844,                   0,           0.0070586,           0.0070586,           0.0070586
                 369,              1.1854,            0.022548,                   0,               0.861,             0.75649,              0.8475,             0.42094,              1.4629,            0.023499,                   0,           0.0070444,           0.0070444,           0.0070444
                 370,              1.1663,            0.022529,                   0,             0.85493,             0.75974,              0.8511,             0.42932,              1.4525,            0.023425,                   0,           0.0070301,           0.0070301,           0.0070301
                 371,              1.1887,            0.022341,                   0,             0.86295,             0.75642,             0.84656,             0.45756,              1.3808,            0.023515,                   0,           0.0070159,           0.0070159,           0.0070159
                 372,              1.2118,            0.022023,                   0,             0.84014,              0.7508,             0.83331,             0.43101,              1.3713,            0.023681,                   0,           0.0070016,           0.0070016,           0.0070016
                 373,              1.1668,            0.023152,                   0,             0.81482,             0.75974,             0.83865,             0.44561,              1.3508,            0.025042,                   0,           0.0069873,           0.0069873,           0.0069873
                 374,              1.1742,             0.02271,                   0,             0.80613,             0.76275,             0.83328,             0.43374,              1.4153,            0.025658,                   0,            0.006973,            0.006973,            0.006973
                 375,              1.2122,             0.02262,                   0,             0.81906,             0.75974,             0.84234,             0.44272,              1.3961,            0.025293,                   0,           0.0069586,           0.0069586,           0.0069586
                 376,              1.1901,            0.022295,                   0,             0.83832,             0.75758,             0.85513,             0.44803,              1.4347,             0.02438,                   0,           0.0069443,           0.0069443,           0.0069443
                 377,              1.1946,            0.023133,                   0,             0.86338,             0.75162,             0.85008,             0.42367,              1.4382,            0.024575,                   0,           0.0069299,           0.0069299,           0.0069299
                 378,              1.2079,            0.023017,                   0,             0.83475,             0.77901,             0.84149,             0.42227,              1.4418,            0.025467,                   0,           0.0069155,           0.0069155,           0.0069155
                 379,              1.1913,            0.022812,                   0,             0.85673,             0.76136,             0.84621,             0.42807,              1.4485,            0.024439,                   0,           0.0069011,           0.0069011,           0.0069011
                 380,              1.1843,            0.022589,                   0,             0.84829,             0.76249,             0.83751,             0.40704,               1.499,            0.024012,                   0,           0.0068867,           0.0068867,           0.0068867
                 381,              1.1653,             0.02188,                   0,             0.83989,             0.76948,             0.84105,             0.42264,              1.4941,            0.024097,                   0,           0.0068722,           0.0068722,           0.0068722
                 382,              1.1829,            0.021936,                   0,             0.82226,             0.77353,             0.83865,              0.4069,              1.4986,            0.024082,                   0,           0.0068577,           0.0068577,           0.0068577
                 383,              1.1931,            0.022531,                   0,              0.8051,             0.78247,             0.84012,             0.43326,              1.4754,            0.024328,                   0,           0.0068433,           0.0068433,           0.0068433
                 384,              1.2002,            0.022302,                   0,             0.81695,             0.76136,             0.85238,             0.43872,              1.4562,            0.025381,                   0,           0.0068288,           0.0068288,           0.0068288
                 385,              1.1698,            0.022403,                   0,             0.84941,             0.76002,             0.85299,             0.44031,              1.4488,             0.02442,                   0,           0.0068142,           0.0068142,           0.0068142
                 386,              1.1705,            0.022717,                   0,             0.88716,             0.75487,             0.85404,             0.45026,              1.4159,            0.023936,                   0,           0.0067997,           0.0067997,           0.0067997
                 387,              1.1521,            0.022321,                   0,             0.86418,             0.76136,             0.85475,               0.456,              1.3693,            0.023666,                   0,           0.0067851,           0.0067851,           0.0067851
                 388,              1.1502,            0.022117,                   0,             0.87531,             0.76351,             0.86672,             0.46534,              1.3917,            0.023584,                   0,           0.0067706,           0.0067706,           0.0067706
                 389,              1.1885,            0.021898,                   0,             0.85337,             0.75583,             0.85857,             0.43951,              1.4215,             0.02409,                   0,            0.006756,            0.006756,            0.006756
                 390,              1.1459,            0.022503,                   0,              0.8149,             0.77189,             0.85893,             0.44314,              1.4106,            0.023352,                   0,           0.0067414,           0.0067414,           0.0067414
                 391,              1.1448,            0.022108,                   0,             0.85701,              0.7711,              0.8665,             0.45581,              1.3696,            0.023297,                   0,           0.0067268,           0.0067268,           0.0067268
                 392,              1.1465,             0.02223,                   0,             0.81128,             0.81648,              0.8666,              0.4442,              1.3925,            0.023521,                   0,           0.0067121,           0.0067121,           0.0067121
                 393,              1.1674,            0.022732,                   0,             0.84579,             0.77597,             0.86515,             0.41744,              1.4554,            0.023373,                   0,           0.0066975,           0.0066975,           0.0066975
                 394,              1.1025,            0.022073,                   0,             0.84879,              0.7711,             0.86224,             0.42745,              1.4586,            0.023483,                   0,           0.0066828,           0.0066828,           0.0066828
                 395,              1.1493,            0.021947,                   0,             0.82844,             0.77435,             0.84902,             0.43309,              1.4226,            0.024178,                   0,           0.0066681,           0.0066681,           0.0066681
                 396,              1.1598,            0.021997,                   0,             0.81176,             0.77707,             0.84115,             0.43285,              1.4147,            0.024733,                   0,           0.0066534,           0.0066534,           0.0066534
                 397,              1.1457,            0.021836,                   0,             0.82112,             0.76008,             0.84598,             0.42797,              1.4008,            0.023601,                   0,           0.0066387,           0.0066387,           0.0066387
                 398,               1.167,            0.022156,                   0,             0.82135,             0.74351,             0.84323,             0.40789,              1.4547,            0.023974,                   0,           0.0066239,           0.0066239,           0.0066239
                 399,              1.1837,            0.021851,                   0,             0.86684,             0.72403,             0.84108,             0.41699,              1.4312,            0.023911,                   0,           0.0066092,           0.0066092,           0.0066092
                 400,              1.1579,            0.021658,                   0,             0.84882,             0.74188,             0.83652,             0.41278,              1.3995,            0.023132,                   0,           0.0065944,           0.0065944,           0.0065944
                 401,              1.1612,            0.022117,                   0,             0.80927,             0.77273,             0.83799,             0.41962,              1.4096,            0.023076,                   0,           0.0065796,           0.0065796,           0.0065796
                 402,              1.2339,            0.022035,                   0,             0.82832,             0.76948,             0.84368,             0.44931,              1.3726,            0.023457,                   0,           0.0065648,           0.0065648,           0.0065648
                 403,              1.1607,            0.023257,                   0,             0.85039,              0.7711,             0.85951,             0.44502,              1.4158,            0.024142,                   0,             0.00655,             0.00655,             0.00655
                 404,              1.1686,             0.02192,                   0,             0.84685,             0.78098,             0.85872,             0.40617,              1.5245,             0.02433,                   0,           0.0065352,           0.0065352,           0.0065352
                 405,              1.1492,            0.022369,                   0,             0.83676,             0.79058,             0.85676,             0.42033,              1.4927,             0.02381,                   0,           0.0065204,           0.0065204,           0.0065204
                 406,              1.1324,             0.02169,                   0,             0.81991,             0.79082,             0.85604,             0.43758,              1.3812,            0.023801,                   0,           0.0065055,           0.0065055,           0.0065055
                 407,              1.1585,            0.022371,                   0,             0.83643,             0.77435,             0.84948,             0.42286,              1.4373,            0.023227,                   0,           0.0064906,           0.0064906,           0.0064906
                 408,              1.1422,            0.021322,                   0,             0.81348,             0.79708,             0.85211,             0.42681,              1.4806,            0.022694,                   0,           0.0064757,           0.0064757,           0.0064757
                 409,              1.1616,            0.021449,                   0,             0.82162,             0.79383,              0.8583,             0.45183,              1.4255,            0.023186,                   0,           0.0064608,           0.0064608,           0.0064608
                 410,              1.1473,            0.021866,                   0,              0.8076,             0.79723,             0.85574,             0.44904,              1.4715,            0.023251,                   0,           0.0064459,           0.0064459,           0.0064459
                 411,              1.1766,            0.021819,                   0,             0.85341,             0.74838,             0.85997,             0.43143,              1.5097,            0.023927,                   0,            0.006431,            0.006431,            0.006431
                 412,              1.1481,            0.022142,                   0,             0.81472,              0.7987,             0.85941,             0.43977,               1.461,            0.024371,                   0,           0.0064161,           0.0064161,           0.0064161
                 413,              1.1858,            0.022344,                   0,             0.81248,             0.79058,             0.85869,              0.4604,               1.355,            0.024511,                   0,           0.0064011,           0.0064011,           0.0064011
                 414,              1.1356,            0.021661,                   0,             0.82009,             0.76956,             0.84775,             0.45136,              1.3775,            0.025245,                   0,           0.0063861,           0.0063861,           0.0063861
                 415,              1.1262,            0.021442,                   0,             0.85026,             0.74667,             0.84262,             0.43071,              1.4299,            0.023979,                   0,           0.0063712,           0.0063712,           0.0063712
                 416,              1.1644,            0.021849,                   0,             0.83051,             0.75567,             0.83623,             0.40233,              1.4787,            0.024507,                   0,           0.0063562,           0.0063562,           0.0063562
                 417,              1.1511,            0.022265,                   0,             0.82679,             0.75649,             0.83547,             0.39847,               1.502,            0.024804,                   0,           0.0063412,           0.0063412,           0.0063412
                 418,              1.1318,             0.02188,                   0,             0.81199,             0.78247,             0.84053,             0.39817,               1.545,             0.02393,                   0,           0.0063261,           0.0063261,           0.0063261
                 419,              1.1309,            0.021926,                   0,             0.84945,             0.76461,             0.85009,             0.42654,              1.4836,            0.023512,                   0,           0.0063111,           0.0063111,           0.0063111
                 420,              1.1463,             0.02172,                   0,             0.85792,             0.74188,             0.84084,             0.42816,              1.4472,            0.023979,                   0,           0.0062961,           0.0062961,           0.0062961
                 421,              1.1115,            0.021291,                   0,             0.84218,             0.76786,             0.84405,              0.4364,              1.4753,            0.023853,                   0,            0.006281,            0.006281,            0.006281
                 422,              1.1664,            0.021542,                   0,             0.85012,             0.76948,             0.85602,             0.44388,               1.461,             0.02441,                   0,           0.0062659,           0.0062659,           0.0062659
                 423,              1.1401,            0.021482,                   0,             0.84242,             0.78976,             0.86018,             0.43566,              1.5426,            0.025225,                   0,           0.0062509,           0.0062509,           0.0062509
                 424,              1.1313,            0.021344,                   0,             0.83567,             0.80682,             0.86006,             0.43625,              1.5363,            0.025213,                   0,           0.0062358,           0.0062358,           0.0062358
                 425,              1.1331,            0.021582,                   0,             0.84982,              0.7711,             0.84242,             0.43527,              1.5807,            0.024134,                   0,           0.0062207,           0.0062207,           0.0062207
                 426,              1.1757,            0.021633,                   0,             0.84061,             0.74675,             0.83376,             0.42982,              1.5637,            0.023617,                   0,           0.0062056,           0.0062056,           0.0062056
                 427,              1.1531,            0.022142,                   0,             0.86658,             0.74675,             0.83149,             0.43336,              1.5064,            0.024095,                   0,           0.0061904,           0.0061904,           0.0061904
                 428,              1.1257,            0.021468,                   0,             0.84994,             0.74478,             0.81787,             0.41009,                 1.5,            0.025239,                   0,           0.0061753,           0.0061753,           0.0061753
                 429,              1.1353,            0.022329,                   0,             0.85241,             0.75007,             0.84057,             0.45162,              1.3796,            0.025005,                   0,           0.0061601,           0.0061601,           0.0061601
                 430,              1.1132,            0.021456,                   0,              0.8526,             0.76062,             0.84711,             0.45846,              1.3314,            0.024487,                   0,            0.006145,            0.006145,            0.006145
                 431,               1.136,            0.021762,                   0,             0.86584,             0.74387,             0.85015,             0.44519,              1.3596,            0.024698,                   0,           0.0061298,           0.0061298,           0.0061298
                 432,              1.1482,            0.021682,                   0,              0.8205,             0.77915,             0.84693,             0.42665,              1.4378,             0.02464,                   0,           0.0061146,           0.0061146,           0.0061146
                 433,              1.1042,            0.021881,                   0,              0.8345,             0.80357,             0.85059,             0.43838,              1.4359,             0.02412,                   0,           0.0060994,           0.0060994,           0.0060994
                 434,              1.1181,            0.021517,                   0,             0.86722,             0.77435,             0.85596,             0.44743,               1.371,            0.023767,                   0,           0.0060842,           0.0060842,           0.0060842
                 435,              1.0973,              0.0213,                   0,             0.85203,              0.7776,             0.85037,             0.44318,              1.3932,            0.024232,                   0,            0.006069,            0.006069,            0.006069
                 436,              1.1716,            0.021313,                   0,             0.86722,             0.75649,              0.8525,             0.44883,              1.4018,            0.024223,                   0,           0.0060538,           0.0060538,           0.0060538
                 437,              1.1467,            0.021604,                   0,             0.87259,             0.75325,             0.84148,             0.43327,              1.4352,            0.023886,                   0,           0.0060386,           0.0060386,           0.0060386
                 438,              1.1139,            0.021462,                   0,             0.86656,             0.74847,             0.83924,             0.42502,              1.4532,            0.023729,                   0,           0.0060233,           0.0060233,           0.0060233
                 439,              1.1176,             0.02137,                   0,             0.85466,             0.75415,             0.83891,             0.42853,              1.4392,            0.024218,                   0,           0.0060081,           0.0060081,           0.0060081
                 440,              1.1102,            0.021905,                   0,              0.8441,              0.7711,             0.83818,             0.42595,              1.3862,            0.024674,                   0,           0.0059928,           0.0059928,           0.0059928
                 441,              1.1149,            0.022022,                   0,              0.8671,              0.7626,             0.84518,             0.44561,              1.3674,            0.024507,                   0,           0.0059775,           0.0059775,           0.0059775
                 442,               1.138,            0.021646,                   0,             0.85859,             0.75897,             0.83943,             0.43784,              1.3931,             0.02431,                   0,           0.0059623,           0.0059623,           0.0059623
                 443,              1.1048,            0.021336,                   0,             0.85711,             0.75951,             0.83109,             0.40665,              1.4554,            0.024386,                   0,            0.005947,            0.005947,            0.005947
                 444,              1.1213,            0.021409,                   0,             0.86457,             0.74675,             0.82798,             0.41387,              1.4593,            0.023808,                   0,           0.0059317,           0.0059317,           0.0059317
                 445,               1.126,             0.02174,                   0,             0.87462,             0.74188,             0.84205,             0.43065,              1.4239,            0.024021,                   0,           0.0059164,           0.0059164,           0.0059164
                 446,              1.0846,            0.021663,                   0,              0.8585,             0.74856,             0.84048,             0.43831,              1.4065,            0.024168,                   0,            0.005901,            0.005901,            0.005901
                 447,              1.1068,            0.021409,                   0,             0.85995,             0.76757,             0.85136,             0.45567,              1.3795,            0.023597,                   0,           0.0058857,           0.0058857,           0.0058857
                 448,              1.0931,            0.021079,                   0,             0.86812,             0.76942,             0.85563,             0.45334,              1.3594,            0.023568,                   0,           0.0058704,           0.0058704,           0.0058704
                 449,              1.1174,            0.021738,                   0,             0.87354,             0.76136,             0.85995,             0.44507,              1.3691,            0.023257,                   0,           0.0058551,           0.0058551,           0.0058551
                 450,              1.1028,            0.020765,                   0,              0.8795,             0.75974,             0.85866,             0.44587,              1.3668,            0.023684,                   0,           0.0058397,           0.0058397,           0.0058397
                 451,              1.1185,            0.021888,                   0,             0.81476,             0.79259,             0.85458,             0.44968,              1.3786,            0.025012,                   0,           0.0058244,           0.0058244,           0.0058244
                 452,              1.0955,            0.021116,                   0,             0.84024,             0.76299,             0.84935,             0.45273,              1.4173,             0.02615,                   0,            0.005809,            0.005809,            0.005809
                 453,              1.1055,            0.021107,                   0,              0.8286,             0.77922,             0.84683,             0.44472,              1.4047,            0.025764,                   0,           0.0057936,           0.0057936,           0.0057936
                 454,              1.1129,            0.021081,                   0,             0.84614,             0.76623,             0.84296,             0.42878,              1.4609,            0.024583,                   0,           0.0057782,           0.0057782,           0.0057782
                 455,              1.1124,            0.021834,                   0,             0.85555,             0.75974,             0.85079,              0.4352,              1.4238,            0.024106,                   0,           0.0057629,           0.0057629,           0.0057629
                 456,              1.1103,            0.020703,                   0,             0.86274,             0.73052,             0.84802,             0.43433,              1.4182,            0.023808,                   0,           0.0057475,           0.0057475,           0.0057475
                 457,              1.0917,            0.020922,                   0,             0.85089,             0.76786,             0.84971,             0.44325,              1.4235,            0.023252,                   0,           0.0057321,           0.0057321,           0.0057321
                 458,              1.0851,            0.021234,                   0,             0.85542,             0.76839,             0.85591,             0.44749,              1.4277,            0.023392,                   0,           0.0057167,           0.0057167,           0.0057167
                 459,              1.0867,            0.021259,                   0,             0.84896,             0.76645,             0.85019,             0.44435,              1.4149,            0.023067,                   0,           0.0057012,           0.0057012,           0.0057012
                 460,              1.0533,            0.020642,                   0,             0.86963,             0.76881,             0.85678,             0.44708,              1.4071,            0.022248,                   0,           0.0056858,           0.0056858,           0.0056858
                 461,              1.0958,            0.020761,                   0,             0.85335,             0.78406,              0.8474,             0.40849,              1.4633,            0.022556,                   0,           0.0056704,           0.0056704,           0.0056704
                 462,              1.1014,            0.021195,                   0,             0.85696,             0.76461,             0.82992,             0.39358,              1.5127,            0.022987,                   0,            0.005655,            0.005655,            0.005655
                 463,              1.1071,            0.020974,                   0,             0.87768,             0.75812,             0.83828,             0.40659,              1.4936,            0.023136,                   0,           0.0056395,           0.0056395,           0.0056395
                 464,              1.1178,            0.021188,                   0,             0.87015,             0.75162,             0.84583,              0.4273,              1.4119,            0.022999,                   0,           0.0056241,           0.0056241,           0.0056241
                 465,              1.0997,            0.020615,                   0,             0.84647,             0.76079,             0.84344,             0.42366,              1.4384,            0.023253,                   0,           0.0056086,           0.0056086,           0.0056086
                 466,              1.0911,            0.020699,                   0,             0.80238,             0.79756,             0.84288,             0.39084,               1.551,            0.023963,                   0,           0.0055932,           0.0055932,           0.0055932
                 467,              1.0996,            0.021397,                   0,             0.83355,             0.78859,             0.85049,             0.40547,              1.5635,            0.024204,                   0,           0.0055777,           0.0055777,           0.0055777
                 468,              1.0853,            0.020797,                   0,             0.87139,             0.76623,             0.85473,             0.43975,              1.4778,            0.024188,                   0,           0.0055623,           0.0055623,           0.0055623
                 469,              1.0891,             0.02116,                   0,             0.85896,             0.78104,             0.85232,             0.45634,              1.4039,            0.023223,                   0,           0.0055468,           0.0055468,           0.0055468
                 470,              1.0759,            0.020727,                   0,             0.86935,              0.7776,             0.85307,             0.46696,              1.3728,             0.02315,                   0,           0.0055313,           0.0055313,           0.0055313
                 471,              1.0672,            0.020541,                   0,             0.85713,             0.78571,             0.84813,             0.46899,              1.3589,             0.02273,                   0,           0.0055158,           0.0055158,           0.0055158
                 472,              1.1024,            0.020796,                   0,             0.84248,             0.78143,             0.84306,             0.45778,              1.3675,            0.022546,                   0,           0.0055004,           0.0055004,           0.0055004
                 473,               1.064,            0.020586,                   0,             0.83901,             0.76786,             0.83867,             0.45453,              1.3476,             0.02241,                   0,           0.0054849,           0.0054849,           0.0054849
                 474,              1.0703,            0.020407,                   0,             0.85073,             0.76794,              0.8458,             0.45807,              1.3284,            0.022931,                   0,           0.0054694,           0.0054694,           0.0054694
                 475,                1.09,            0.021231,                   0,             0.84142,             0.78247,             0.85299,             0.45238,              1.3464,            0.022804,                   0,           0.0054539,           0.0054539,           0.0054539
                 476,              1.0694,            0.020748,                   0,             0.83545,             0.78571,             0.85286,             0.44607,              1.3756,            0.022722,                   0,           0.0054384,           0.0054384,           0.0054384
                 477,              1.0966,            0.020681,                   0,              0.8256,             0.78409,             0.85447,              0.4496,              1.3547,            0.022739,                   0,           0.0054229,           0.0054229,           0.0054229
                 478,              1.0758,             0.02037,                   0,             0.83355,              0.7711,             0.84812,             0.44716,              1.3566,            0.022676,                   0,           0.0054074,           0.0054074,           0.0054074
                 479,              1.0769,            0.020664,                   0,             0.82772,             0.75974,             0.84072,              0.4425,              1.3963,            0.022369,                   0,           0.0053918,           0.0053918,           0.0053918
                 480,              1.0761,             0.02111,                   0,             0.81394,             0.77407,             0.83641,             0.44841,              1.3735,            0.022487,                   0,           0.0053763,           0.0053763,           0.0053763
                 481,              1.0814,            0.021362,                   0,             0.81781,             0.77971,             0.83941,             0.44857,              1.3695,            0.022584,                   0,           0.0053608,           0.0053608,           0.0053608
                 482,              1.0636,            0.020595,                   0,             0.83076,              0.7776,             0.84783,             0.45182,              1.3807,            0.022511,                   0,           0.0053453,           0.0053453,           0.0053453
                 483,              1.0844,             0.02046,                   0,             0.84168,             0.78535,             0.85261,             0.44463,              1.3851,            0.022807,                   0,           0.0053298,           0.0053298,           0.0053298
                 484,              1.0855,            0.020341,                   0,             0.85097,             0.77597,             0.85718,             0.46159,               1.372,            0.022656,                   0,           0.0053142,           0.0053142,           0.0053142
                 485,              1.0985,            0.021229,                   0,             0.88059,             0.76623,             0.85864,             0.45662,              1.3836,            0.022937,                   0,           0.0052987,           0.0052987,           0.0052987
                 486,              1.0656,            0.020506,                   0,             0.87447,             0.76899,             0.85417,             0.46162,              1.3632,              0.0225,                   0,           0.0052832,           0.0052832,           0.0052832
                 487,              1.0787,            0.020383,                   0,             0.87029,             0.78084,             0.85573,             0.45798,              1.3462,            0.022295,                   0,           0.0052676,           0.0052676,           0.0052676
                 488,              1.0734,             0.02052,                   0,             0.87712,             0.76623,             0.85635,             0.46703,              1.3063,            0.022402,                   0,           0.0052521,           0.0052521,           0.0052521
                 489,              1.0544,            0.020741,                   0,             0.86385,              0.7711,             0.85707,             0.47378,              1.2525,               0.023,                   0,           0.0052366,           0.0052366,           0.0052366
                 490,              1.0929,            0.020557,                   0,             0.85968,             0.75588,             0.85476,             0.47033,               1.265,            0.023362,                   0,            0.005221,            0.005221,            0.005221
                 491,               1.074,            0.020874,                   0,             0.86124,             0.75649,             0.85352,             0.44885,              1.3362,            0.023401,                   0,           0.0052055,           0.0052055,           0.0052055
                 492,              1.0632,            0.020544,                   0,             0.87658,             0.74944,             0.84835,             0.44653,              1.3712,            0.024709,                   0,           0.0051899,           0.0051899,           0.0051899
                 493,              1.0683,            0.020365,                   0,             0.86999,             0.74958,             0.84346,             0.44562,              1.4257,            0.025733,                   0,           0.0051744,           0.0051744,           0.0051744
                 494,              1.0879,            0.021209,                   0,              0.8732,             0.75325,             0.84783,             0.45178,              1.4026,            0.026147,                   0,           0.0051588,           0.0051588,           0.0051588
                 495,              1.0743,            0.020657,                   0,             0.87506,             0.74026,             0.84612,             0.45401,              1.3514,             0.02606,                   0,           0.0051433,           0.0051433,           0.0051433
                 496,              1.0876,            0.021268,                   0,             0.85663,             0.75162,             0.83834,             0.44278,              1.3542,            0.026103,                   0,           0.0051278,           0.0051278,           0.0051278
                 497,              1.0655,            0.020845,                   0,               0.883,             0.74675,             0.84773,             0.44805,               1.328,            0.024649,                   0,           0.0051122,           0.0051122,           0.0051122
                 498,              1.0858,            0.020494,                   0,             0.87047,             0.76948,             0.86134,             0.45444,              1.3386,            0.023544,                   0,           0.0050967,           0.0050967,           0.0050967
                 499,              1.0841,            0.021315,                   0,             0.86897,             0.76461,             0.86449,             0.45916,              1.3841,            0.024206,                   0,           0.0050811,           0.0050811,           0.0050811
                 500,              1.0512,            0.020687,                   0,             0.84068,             0.77953,             0.86328,             0.46138,              1.3885,            0.024865,                   0,           0.0050656,           0.0050656,           0.0050656
                 501,              1.0304,            0.020398,                   0,             0.85464,             0.76136,             0.85702,             0.45917,              1.3816,             0.02495,                   0,             0.00505,             0.00505,             0.00505
                 502,              1.0583,            0.020559,                   0,             0.84815,             0.77074,             0.86016,             0.45191,              1.3782,            0.024361,                   0,           0.0050344,           0.0050344,           0.0050344
                 503,              1.0588,            0.020641,                   0,              0.8427,             0.77401,             0.85641,             0.44883,              1.3881,            0.024534,                   0,           0.0050189,           0.0050189,           0.0050189
                 504,              1.0748,            0.020915,                   0,              0.8364,             0.77597,             0.85243,             0.43905,              1.4195,            0.024648,                   0,           0.0050033,           0.0050033,           0.0050033
                 505,              1.0443,            0.020805,                   0,              0.8653,             0.77172,              0.8555,             0.44148,              1.4446,            0.022895,                   0,           0.0049878,           0.0049878,           0.0049878
                 506,              1.0631,            0.020618,                   0,             0.89812,             0.75849,             0.85489,             0.44511,              1.4074,             0.02224,                   0,           0.0049722,           0.0049722,           0.0049722
                 507,              1.0421,            0.020431,                   0,             0.90288,             0.75487,             0.85141,             0.45443,              1.3807,            0.022355,                   0,           0.0049567,           0.0049567,           0.0049567
                 508,              1.0544,            0.020496,                   0,             0.90273,             0.75327,              0.8485,             0.44715,              1.3653,             0.02309,                   0,           0.0049412,           0.0049412,           0.0049412
                 509,              1.0464,            0.020676,                   0,             0.89349,             0.76259,             0.84204,             0.45654,              1.3353,            0.024481,                   0,           0.0049256,           0.0049256,           0.0049256
                 510,              1.0578,            0.020752,                   0,             0.88683,                0.75,             0.83774,             0.46055,              1.3478,            0.025733,                   0,           0.0049101,           0.0049101,           0.0049101
                 511,              1.0409,            0.019973,                   0,              0.8681,             0.75649,             0.84393,             0.46262,              1.3687,            0.024908,                   0,           0.0048945,           0.0048945,           0.0048945
                 512,              1.0364,            0.019861,                   0,             0.86915,                0.75,             0.84692,              0.4526,              1.3987,            0.024115,                   0,            0.004879,            0.004879,            0.004879
